Journal Name,SCIE,Impact Factor,Quartile,Alias,ISSN,EISSN,JIF5Years,Category
Revista Cubana de Fisica,SCIE,0.2,,REV CUB FIS,0253-9268,2224-7939,0.2,"PHYSICS, MULTIDISCIPLINARY|Q4|105/110"
Revista de Antropologia Social,SCIE,0.2,,REV ANTROPOL SOC,1131-558X,1988-2831,0.4,ANTHROPOLOGY|Q4|122/139
Revista de Nefrologia Dialisis y Trasplante,SCIE,0.2,,REV NEFROL DIAL TRAS,0326-3428,2346-8548,0.2,UROLOGY & NEPHROLOGY|Q4|121/126
Revista Digital de Derecho Administrativo,SCIE,0.2,,REV DIGIT DERECHO AD,2145-2946,2145-2946,0.3,LAW|Q4|316/421
Revista La Propiedad Inmaterial,SCIE,0.2,,REV PROP INMATER,1657-1959,2346-2116,0.1,LAW|Q4|316/421
RHODORA,SCIE,0.2,,RHODORA,0035-4902,1938-3401,0.2,PLANT SCIENCES|Q4|261/265
Spisanie Na B Lgarskoto Geologichesko Druzhestov-Review of the Bulgarian Geological Society,SCIE,0.2,,SPISANIE B LGARSKOTO,0007-3938,1314-8680,0.2,"GEOSCIENCES, MULTIDISCIPLINARY|Q4|247/253"
St Petersburg Polytechnic University Journal-Physics and Mathematics,SCIE,0.2,,ST PETER POLY U J-PH,2405-7223,2405-7223,0.2,"PHYSICS, MULTIDISCIPLINARY|Q4|105/110"
Sun Yat-sen Journal of Humanities,SCIE,0.2,,SUN YAT-SEN J HUMANI,1024-3631,N/A,0.1,"HUMANITIES, MULTIDISCIPLINARY|N/A|N/A"
THERAPEUTISCHE UMSCHAU,SCIE,0.2,,THER UMSCH,0040-5930,1664-2864,0.2,"MEDICINE, GENERAL & INTERNAL|Q4|268/325"
Trabajo Social,SCIE,0.2,,TRAB SOC,0123-4986,2256-5493,0.2,SOCIAL WORK|Q4|86/91
Transactions of the Korean Society of Mechanical Engineers B,SCIE,0.2,,T KOR SOC MEC ENG B,1226-4881,1226-4881,0.1,"ENGINEERING, MECHANICAL|Q4|175/180"
TROPICAL AGRICULTURE,SCIE,0.2,,TROP AGRIC,0041-3216,0041-3216,0.2,AGRONOMY|Q4|120/125
Turkish Journal of Intensive Care-Turk Yogun Bakim Dergisi,SCIE,0.2,,TURK J INTENS CARE,2602-2974,2602-2974,0.2,CRITICAL CARE MEDICINE|Q4|52/54
Universa Medicina,SCIE,0.2,,UNIVERSA MED,1907-3062,2407-2230,0.2,"MEDICINE, GENERAL & INTERNAL|Q4|268/325"
University of Toronto Journal of Undergraduate Life Sciences,SCIE,0.2,,UNIV TOR J UNDERGRAD,1911-8899,1911-8899,0.2,BIOLOGY|Q4|104/109
University Politehnica of Bucharest Scientific Bulletin Series C-Electrical Engineering and Computer Science,SCIE,0.2,,U POLITEH BUCH SER C,2286-3540,2286-3559,0.2,"ENGINEERING, ELECTRICAL & ELECTRONIC|Q4|349/352"
Virtualidad Educacion y Ciencia,SCIE,0.2,,VIRTUALIDAD EDUC CIE,1853-6530,1853-6530,0.2,EDUCATION & EDUCATIONAL RESEARCH|Q4|661/756
WEST INDIAN MEDICAL JOURNAL,SCIE,0.2,,W INDIAN MED J,0043-3144,2309-5830,0.2,"MEDICINE, GENERAL & INTERNAL|Q4|268/325"
ZEITSCHRIFT FUR BIBLIOTHEKSWESEN UND BIBLIOGRAPHIE,SCIE,0.2,,Z BIBL BIBL,0044-2380,1864-2950,0.2,INFORMATION SCIENCE & LIBRARY SCIENCE|Q4|139/160
AKTUELLE RHEUMATOLOGIE,SCIE,0.2,,AKTUEL RHEUMATOL,0341-051X,1438-9940,0.2,RHEUMATOLOGY|Q4|55/57
Anesthesie & Reanimation,SCIE,0.2,,ANESTH REANIM,2352-5800,2352-5819,0.2,ANESTHESIOLOGY|Q4|55/64
Apuntes del CENES,SCIE,0.2,,APUNT CENES,0120-3053,2256-5779,0.2,ECONOMICS|Q4|564/597
Archivos de Medicina,SCIE,0.2,,ARCH MED,1657-320X,2339-3874,0.4,"MEDICINE, GENERAL & INTERNAL|Q4|268/325"
Areas-Revista Internacional de Ciencias Sociales,SCIE,0.2,,AREAS,0211-6707,1989-6190,0.2,"SOCIAL SCIENCES, INTERDISCIPLINARY|Q4|218/263"
Argumentos-Revista de Filosofia,SCIE,0.2,,ARGUMENTOS,1984-4247,1984-4255,0.2,PHILOSOPHY|N/A|N/A
Bibliothek Forschung und Praxis,SCIE,0.2,,BIBL FORSCH PRAX,0341-4183,1865-7648,0.2,INFORMATION SCIENCE & LIBRARY SCIENCE|Q4|139/160
BUNSEKI KAGAKU,SCIE,0.2,,BUNSEKI KAGAKU,0525-1931,N/A,0.2,"CHEMISTRY, ANALYTICAL|Q4|105/106"
Byulleten Sibirskoy Meditsiny,SCIE,0.2,,BYULLETEN SIB MED,1682-0363,1819-3684,0.2,"MEDICINE, GENERAL & INTERNAL|Q4|268/325"
Casopis za Ekonomiju i Trzisne Komunikacije,SCIE,0.2,,CAS EKON TRZ KOMUN,2232-8823,2232-9633,0.2,BUSINESS|Q4|288/302
Ciencia UNEMI,SCIE,0.2,,CIENC UNEMI,1390-4272,2528-7737,0.2,"SOCIAL SCIENCES, INTERDISCIPLINARY|Q4|218/263"
Comunidad y Salud,SCIE,0.2,,COMUNIDAD SALUD,1690-3293,1690-3293,0.1,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH|Q4|394/403"
COR ET VASA,SCIE,0.2,,COR VASA,0010-8650,1803-7712,0.2,CARDIAC & CARDIOVASCULAR SYSTEMS|Q4|205/220
Derecho Penal y Criminologia,SCIE,0.2,,DERECHO PENAL CRIMIN,0121-0483,2346-2108,0.2,LAW|Q4|316/421
Educacion Fisica y Ciencia,SCIE,0.2,,EDUC FIS CIENC,1514-0105,2314-2561,0.2,EDUCATION & EDUCATIONAL RESEARCH|Q4|661/756
Egyptian Journal of Chest Diseases and Tuberculosis,SCIE,0.2,,EGYPT J CHEST DIS TU,0422-7638,2090-9950,0.2,RESPIRATORY SYSTEM|Q4|95/100
Ekonomista,SCIE,0.2,,EKONOMISTA,0013-3205,2299-6184,0.2,ECONOMICS|Q4|564/597
Elektrotehniski Vestnik,SCIE,0.2,,ELEKTROTEH VESTN,0013-5852,2232-3236,0.2,"ENGINEERING, ELECTRICAL & ELECTRONIC|Q4|349/352"
Espaces-Populations-Societes,SCIE,0.2,,ESPACES-POPUL-SOC,0755-7809,2104-3752,0.2,GEOGRAPHY|Q4|147/171
GEMATOLOGIYA I TRANSFUZIOLOGIYA,SCIE,0.2,,GEMATOL TRANSFUZIOL,0234-5730,N/A,0.2,HEMATOLOGY|Q4|93/97
Glasnik Hemicara i Tehnologa Bosne i Hercegovine,SCIE,0.2,,GLAS HEMICARA TEHNOL,0367-4444,2232-7266,0.4,"CHEMISTRY, MULTIDISCIPLINARY|Q4|225/230"
Hidrobiologica,SCIE,0.2,,HIDROBIOLOGICA,0188-8897,0188-8897,0.3,MARINE & FRESHWATER BIOLOGY|Q4|115/119
International Journal of Bridge Engineering,SCIE,0.2,,INT J BRIDGE ENG,2241-7443,2241-7443,0.2,"ENGINEERING, CIVIL|Q4|175/181"
International Journal of Gastrointestinal Intervention,SCIE,0.2,,INT J GASTROINT INT,2636-0004,2636-0012,0.4,GASTROENTEROLOGY & HEPATOLOGY|Q4|139/143
International Journal of Hepatobiliary and Pancreatic Diseases,SCIE,0.2,,INT J HEPATOBILIARY,2230-9012,2230-9012,0.1,GASTROENTEROLOGY & HEPATOLOGY|Q4|139/143
Izvestiya Vuzov-Prikladnaya Khimiya i Biotekhnologiya,SCIE,0.2,,IZV VUZOV-PRIKL KHIM,2227-2925,2500-1558,0.2,"CHEMISTRY, MULTIDISCIPLINARY|Q4|225/230"
Journal of Food Safety and Food Quality-Archiv fur Lebensmittelhygiene,SCIE,0.2,,J FOOD SAF FOOD QUAL,0003-925X,N/A,0.3,TOXICOLOGY|Q4|106/106
Journal of Food Science and Technology-Ukraine,SCIE,0.2,,J FOOD SCI TECHNOL-U,2073-8684,2409-7004,0.2,FOOD SCIENCE & TECHNOLOGY|Q4|167/173
Journal of Head & Neck Physicians and Surgeons,SCIE,0.2,,J HEAD NECK PHYSICIA,2347-8128,2347-8128,0.2,"MEDICINE, GENERAL & INTERNAL|Q4|268/325"
Journal of Istanbul Faculty of Medicine-Istanbul Tip Fakultesi Dergisi,SCIE,0.2,,J ISTANB FAC MED,N/A,1305-6441,0.2,"MEDICINE, GENERAL & INTERNAL|Q4|268/325"
Journal of the International Clinical Dental Research Organization,SCIE,0.2,,J INT CLIN DENT RES,2231-0754,2231-5357,N/A,"DENTISTRY, ORAL SURGERY & MEDICINE|Q4|147/157"
Journal of the Korean Magnetics Society,SCIE,0.2,,J KOREAN MAGN SOC,1598-5385,2233-6648,0.2,"PHYSICS, APPLIED|Q4|178/179"
Khyber Medical University Journal-KMUJ,SCIE,0.2,,KHYBER MED U J,2305-2643,2305-2651,0.2,"MEDICINE, GENERAL & INTERNAL|Q4|268/325"
Medecine Palliative,SCIE,0.2,,MED PALLIAT,1636-6522,2213-0098,0.2,HEALTH CARE SCIENCES & SERVICES|Q4|169/174
Medicni Perspektivi,SCIE,0.2,,MED PERSPEKTIVI,2307-0404,2786-4804,0.1,"MEDICINE, GENERAL & INTERNAL|Q4|268/325"
Mediterranean Journal of Infection Microbes and Antimicrobials,SCIE,0.2,,MEDITERR J INFECT M,2147-673X,2147-673X,0.2,INFECTIOUS DISEASES|Q4|128/132
MITTEILUNGEN DER OSTERREICHISCHEN GEOGRAPHISCHEN GESELLSCHAFT,SCIE,0.2,,MITT OSTERR GEOGR G,0029-9138,0029-9138,0.3,GEOGRAPHY|Q4|147/171
Nigerian Journal of Basic and Clinical Sciences,SCIE,0.2,,NIGERIAN J BASIC CLI,0331-8540,2320-477X,N/A,"MEDICINE, GENERAL & INTERNAL|Q4|268/325"
Odontoestomatologia,SCIE,0.2,,ODONTOESTOMATOLOGIA,0797-0374,1688-9339,0.2,"DENTISTRY, ORAL SURGERY & MEDICINE|Q4|147/157"
Pakistan Heart Journal,SCIE,0.2,,PAK HEART J,0048-2706,2227-9199,0.2,CARDIAC & CARDIOVASCULAR SYSTEMS|Q4|205/220
Phlebolymphology,SCIE,0.2,,PHLEBOLYMPHOLOGY,1286-0107,1286-0107,0.3,PERIPHERAL VASCULAR DISEASE|Q4|93/96
RBNE-Revista Brasileira de Nutricao Esportiva,SCIE,0.2,,RBNE,1981-9927,1981-9927,0.2,SPORT SCIENCES|Q4|123/127
Reflexion Politica,SCIE,0.2,,REFLEX POLITICA,0124-0781,0124-0781,0.3,POLITICAL SCIENCE|Q4|280/317
Research Journal of Biotechnology,SCIE,0.2,,RES J BIOTECHNOL,2278-4535,2278-4535,0.2,BIOTECHNOLOGY & APPLIED MICROBIOLOGY|Q4|171/174
Revista Ambiente Contabil,SCIE,0.2,,REV AMBIENT CONTAB,2176-9036,2176-9036,0.2,"BUSINESS, FINANCE|Q4|216/231"
Revista Ciencias Pedagogicas e Innovacion,SCIE,0.2,,REV CIENC PEDAGOC IN,1390-7603,1390-7603,0.2,EDUCATION & EDUCATIONAL RESEARCH|Q4|661/756
Revista Medica de Rosario,SCIE,0.2,,REV MED ROSARIO,0327-5019,1851-2135,0.1,"MEDICINE, GENERAL & INTERNAL|Q4|268/325"
Revista Portuguesa de Endocrinologia Diabetes e Metabolismo,SCIE,0.2,,REV PORT ENDOCRINOL,1646-3439,1646-3439,0.2,ENDOCRINOLOGY & METABOLISM|Q4|180/186
Revue d Economie Regionale et Urbaine,SCIE,0.2,,REV ECON REG URBAINE,0180-7307,2107-0865,0.3,ECONOMICS|Q4|564/597
Revue des Mondes Musulmans et de la Mediterranee,SCIE,0.2,,REV MONDES MUSULMANS,0997-1327,2105-2271,0.1,AREA STUDIES|Q4|138/176
SAMPE JOURNAL,SCIE,0.2,,SAMPE J,0091-1062,N/A,0.1,"MATERIALS SCIENCE, MULTIDISCIPLINARY|Q4|435/438"
Trabajos y comunicaciones,SCIE,0.2,,TRAB COMUN,0325-173X,2346-8971,0.1,HISTORY|Q2|234/518
TURK PSIKOLOJI DERGISI,SCIE,0.2,,TURK PSIKOL DERG,1300-4433,1300-4433,0.4,"PSYCHOLOGY, MULTIDISCIPLINARY|Q4|205/218"
Viral Hepatit Dergisi-Viral Hepatitis Journal,SCIE,0.2,,VIRAL HEPAT DERG,1307-9441,2147-2939,0.3,"MEDICINE, GENERAL & INTERNAL|Q4|268/325"
Web Intelligence,SCIE,0.2,,WEB INTELL,2405-6456,2405-6464,0.4,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE|Q4|197/197"
Academy Review,SCIE,0.2,,ACAD REV,2074-5354,2522-9745,N/A,MANAGEMENT|Q4|383/401
Agritech,SCIE,0.2,,AGRITECH,0216-0455,2527-3825,0.1,AGRONOMY|Q4|120/125
Archives for Technical Sciences,SCIE,0.2,,ARCH TECH SCI,1840-4855,2233-0046,0.2,"ENGINEERING, GEOLOGICAL|Q4|63/63"
Archives of Hellenic Medicine,SCIE,0.2,,ARCH HELL MED,1105-3992,1105-3992,0.1,"MEDICINE, GENERAL & INTERNAL|Q4|268/325"
Boletin de Ciencias de la Tierra,SCIE,0.2,,BOL CIENC TIERRA,0120-3630,2357-3740,0.1,"GEOSCIENCES, MULTIDISCIPLINARY|Q4|247/253"
CAPjournal,SCIE,0.2,,CAPJOURNAL,1996-5621,1996-563X,0.2,ASTRONOMY & ASTROPHYSICS|Q4|83/84
Current Allergy & Clinical Immunology,SCIE,0.2,,CURR ALLERGY CLIN IM,1609-3607,1609-3607,0.2,ALLERGY|Q4|36/39
deSignis,SCIE,0.2,,DESIGNIS,1578-4223,2462-7259,0.2,LINGUISTICS|Q4|254/297
Geograficando,SCIE,0.2,,GEOGRAFICANDO,1850-1885,2346-898X,0.2,GEOGRAPHY|Q4|147/171
Guiniguada,SCIE,0.2,,GUINIGUADA,0213-0610,2386-3374,0.2,EDUCATION & EDUCATIONAL RESEARCH|Q4|661/756
Holos,SCIE,0.2,,HOLOS,1518-1634,1807-1600,0.2,MULTIDISCIPLINARY SCIENCES|Q4|119/134
Hrvatski Dijalektoloski Zbornik,SCIE,0.2,,HRVAT DIJALEKTOL ZB,0439-691X,2459-4849,0.1,LANGUAGE & LINGUISTICS|N/A|N/A
IADIS-International Journal on Computer Science and Information Systems,SCIE,0.2,,IADIS-INT J COMPUT S,1646-3692,1646-3692,0.3,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS|Q4|166/169"
Imagerie de la Femme,SCIE,0.2,,IMAG FEMME,1776-9817,2214-8485,0.1,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING|Q4|198/204"
Inquietud Empresarial,SCIE,0.2,,INQUIET EMPRESARIAL,0121-1048,2422-3220,0.2,BUSINESS|Q4|288/302
Izquierdas,SCIE,0.2,,IZQUIERDAS,0718-5049,0718-5049,0.2,POLITICAL SCIENCE|Q4|280/317
JOURNAL OF SYNTHETIC ORGANIC CHEMISTRY JAPAN,SCIE,0.2,,J SYN ORG CHEM JPN,0037-9980,N/A,0.2,"CHEMISTRY, ORGANIC|Q4|56/58"
Journal of the Japan Institute of Energy,SCIE,0.2,,J JPN I ENERGY,0916-8753,1882-6121,0.3,ENERGY & FUELS|Q4|169/170
Mundo Agrario,SCIE,0.2,,MUNDO AGRAR,1515-5994,1515-5994,0.3,SOCIOLOGY|Q4|199/217
NACC-Nova Acta Cientifica Compostelana Bioloxia,SCIE,0.2,,NACC BIOLOXIA,1130-9717,2340-0021,0.2,BIOLOGY|Q4|104/109
Ochrona Przed Korozja,SCIE,0.2,,OCHR PRZED KOROZ,0473-7733,2449-9501,0.2,"MATERIALS SCIENCE, MULTIDISCIPLINARY|Q4|435/438"
Planlama-Planning,SCIE,0.2,,PLANLAMA,1300-7319,1300-7319,0.3,REGIONAL & URBAN PLANNING|Q4|54/54
Processes of Petrochemistry and Oil Refining,SCIE,0.2,,PROCESS PETROCHEM OI,1726-4685,2519-2876,0.2,"ENGINEERING, CHEMICAL|Q4|166/170"
Recent Contributions to Physics,SCIE,0.2,,RECENT CONTRIB PHYS,1563-0315,2663-2276,N/A,"PHYSICS, MULTIDISCIPLINARY|Q4|105/110"
Revista Brasileira de Computacao Aplicada,SCIE,0.2,,REV BRAS COMPUT APL,2176-6649,2176-6649,0.2,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS|Q4|166/169"
Revista de Epidemiologia e Controle de Infeccao,SCIE,0.2,,REV EPIDEMIOL CONTRO,2238-3360,2238-3360,0.2,INFECTIOUS DISEASES|Q4|128/132
Revista Educacion en Ingenieria,SCIE,0.2,,REV EDUC ING,1900-8260,1900-8260,0.2,"ENGINEERING, MULTIDISCIPLINARY|Q4|168/179"
Revista Eletronica em Gestao Educacao e Tecnologia Ambiental,SCIE,0.2,,REV ELECTRON GEST ED,2236-1170,2236-1170,0.5,ENVIRONMENTAL STUDIES|Q4|179/182
Revista Evidenciacao Contabil & Financas,SCIE,0.2,,REV EVIDENCIACAO CON,2318-1001,2318-1001,0.2,"BUSINESS, FINANCE|Q4|216/231"
Revista Geoaraguaia,SCIE,0.2,,REV GEOARAGUAIA,1809-094X,2236-9716,0.1,GEOGRAPHY|Q4|147/171
Revista Ibero-Americana de Ciencia da Informacao,SCIE,0.2,,REV IBERI-AM CIENC I,1983-5213,1983-5213,0.1,INFORMATION SCIENCE & LIBRARY SCIENCE|Q4|139/160
Sociedades Precapitalistas,SCIE,0.2,,SOC PRECAPITALISTAS,2250-5121,2250-5121,0.1,HISTORY|Q2|234/518
SocietaMutamentoPolitica-Rivista Italiana di Sociologia,SCIE,0.2,,SOCIETAMUTAMENTOPOLI,2038-3150,2038-3150,0.2,SOCIOLOGY|Q4|199/217
Suranaree Journal of Science and Technology,SCIE,0.2,,SURANAREE J SCI TECH,0858-849X,0858-849X,0.2,MULTIDISCIPLINARY SCIENCES|Q4|119/134
Territoire en Mouvement,SCIE,0.2,,TERRIT MOUVEMENT,1954-4863,1950-5698,0.1,GEOGRAPHY|Q4|147/171
TRENDS IN GLYCOSCIENCE AND GLYCOTECHNOLOGY,SCIE,0.2,,TRENDS GLYCOSCI GLYC,0915-7352,0915-7352,0.4,BIOCHEMISTRY & MOLECULAR BIOLOGY|Q4|311/313
Turkish Journal of Business Ethics,SCIE,0.2,,TURK J BUS ETHICS,1308-4070,2149-8148,0.2,BUSINESS|Q4|288/302
Vestnik Tomskogo Gosudarstvennogo Universiteta-Upravlenie Vychislitelnaja Tehnika i Informatika-Tomsk State University Journal of Control and Computer Science,SCIE,0.2,,VESTN TOMSK GOS U-UP,1998-8605,2311-2085,0.1,AUTOMATION & CONTROL SYSTEMS|Q4|84/84
Western Journal of Legal Studies,SCIE,0.2,,WEST J LEG STUD,1927-9132,1927-9132,0.1,LAW|Q4|316/421
AFINIDAD,SCIE,0.2,,AFINIDAD,0001-9704,2339-9686,0.3,"CHEMISTRY, MULTIDISCIPLINARY|Q4|225/230"
Alergia Astma Immunologia,SCIE,0.2,,ALERG ASTMA IMMUNOL,1427-3101,1427-3101,0.1,IMMUNOLOGY|Q4|180/181
BERICHTE UBER LANDWIRTSCHAFT,SCIE,0.2,,BER LANDWIRTSCH,2196-5099,N/A,0.2,"AGRICULTURE, MULTIDISCIPLINARY|Q4|82/89"
CATTLE PRACTICE,SCIE,0.2,,CATTLE PRACT,0969-1251,N/A,0.1,VETERINARY SCIENCES|Q4|158/167
Chasqui-Revista Latinoamericana de Comunicacion,SCIE,0.2,,CHASQUI-REV LAT COM,1390-1079,1390-924X,0.3,COMMUNICATION|Q4|209/227
Ciencia Ergo-Sum,SCIE,0.2,,CIENC ERGO-SUM,1405-0269,2395-8782,0.2,"SOCIAL SCIENCES, INTERDISCIPLINARY|Q4|218/263"
Contaduria Universidad de Antioquia,SCIE,0.2,,CONTAD U ANTIOQUIA,0120-4203,2590-4604,N/A,"BUSINESS, FINANCE|Q4|216/231"
Contexto,SCIE,0.2,,CONTEXTO-VENEZUELA,1315-9453,2610-7902,0.3,LITERATURE|N/A|N/A
Dalhousie Journal of Interdisciplinary Management,SCIE,0.2,,DALHOUS J INTERDISCI,N/A,1923-6530,0.2,MANAGEMENT|Q4|383/401
Deutsche Zeitschrift fur Akupunktur,SCIE,0.2,,DTSCH Z AKUPUNKT,0415-6412,1439-4359,0.1,INTEGRATIVE & COMPLEMENTARY MEDICINE|Q4|42/43
Em Questao,SCIE,0.2,,EM QUESTAO,1807-8893,1808-5245,0.3,INFORMATION SCIENCE & LIBRARY SCIENCE|Q4|139/160
ETUDES PHILOSOPHIQUES,SCIE,0.2,,ETUD PHILOS,0014-2166,2101-0056,0.1,PHILOSOPHY|N/A|N/A
Gecontec-Revista Internacional de Gestion del Conocimiento y la Tecnologia,SCIE,0.2,,GECONTEC,2255-5684,2255-5684,0.2,MANAGEMENT|Q4|383/401
Genre Sexualite & Societe,SCIE,0.2,,GENRE SEX SOC,2104-3736,2104-3736,0.2,WOMENS STUDIES|Q4|60/66
Geoambiente On-line,SCIE,0.2,,GEOAMBIENTE ON-LINE,1679-9860,1679-9860,0.1,"GEOSCIENCES, MULTIDISCIPLINARY|Q4|247/253"
Indian Journal of Neurotrauma,SCIE,0.2,,INDIAN J NEUROTRAUM,0973-0508,2213-3739,0.2,NEUROSCIENCES|Q4|306/310
Infancias Imagenes,SCIE,0.2,,INFANC IMAGENES,1657-9089,2665-511X,0.2,FAMILY STUDIES|Q4|63/66
Ingenieria UC,SCIE,0.2,,ING UC,1316-6832,2610-8240,0.2,"ENGINEERING, MULTIDISCIPLINARY|Q4|168/179"
International Journal of Clinical and Experimental Medicine,SCIE,0.2,,INT J CLIN EXP MED,1940-5901,1940-5901,0.2,"MEDICINE, RESEARCH & EXPERIMENTAL|Q4|182/189"
Investigaciones Fenomenologicas,SCIE,0.2,,INVESTIG FENOMENOL,1885-1088,1885-1088,0.1,PHILOSOPHY|N/A|N/A
Journal of Accounting Review,SCIE,0.2,,J ACCOUNT REV,1018-1687,1018-1687,0.1,"BUSINESS, FINANCE|Q4|216/231"
Relaciones Internacionales,SCIE,0.2,,RELAC INT-B AIRES,1515-3371,2314-2766,0.3,INTERNATIONAL RELATIONS|Q4|152/165
REUNIR-Revista de Administracao Contabilidade e Sustentabilidade,SCIE,0.2,,REUNIR-REV ADM CONTA,2237-3667,2237-3667,0.4,BUSINESS|Q4|288/302
Revista Administracao em Dialogo,SCIE,0.2,,REV ADM DIALOGO,2178-0080,2178-0080,0.2,MANAGEMENT|Q4|383/401
Revista Ciencias Administrativas,SCIE,0.2,,REV CIENC ADM,1414-0896,2318-0722,0.2,MANAGEMENT|Q4|383/401
Revista Colombiana de Cancerologia,SCIE,0.2,,REV COLOMB CANCEROL,0123-9015,2346-0199,0.2,ONCOLOGY|Q4|315/322
Revista Contabilidade e Controladoria-RC C,SCIE,0.2,,REV CONTAB CONTROL-R,1984-6266,1984-6266,0.2,"BUSINESS, FINANCE|Q4|216/231"
Revista Cubana de Reumatologia,SCIE,0.2,,REV CUBA REUMATOL,1606-5581,1817-5996,0.4,RHEUMATOLOGY|Q4|55/57
Revista de Transporte y Territorio,SCIE,0.2,,REV TRANSP TERRIT,1852-7175,1852-7175,0.2,TRANSPORTATION|Q4|57/57
Revue d Anthropologie des Connaissances,SCIE,0.2,,REV ANTHROPOL CONNAI,1760-5393,1760-5393,0.3,"SOCIAL SCIENCES, INTERDISCIPLINARY|Q4|218/263"
Revue Internationale de Geomatique,SCIE,0.2,,REV INT GEOMAT,1260-5875,2116-7060,0.1,REMOTE SENSING|Q4|60/62
South African Crime Quarterly-SACQ,SCIE,0.2,,S AFR CRIME Q,1991-3877,1991-3877,0.5,CRIMINOLOGY & PENOLOGY|Q4|108/113
ZKG INTERNATIONAL,SCIE,0.2,,ZKG INT,2366-1313,N/A,0.1,"MATERIALS SCIENCE, MULTIDISCIPLINARY|Q4|435/438"
Advances in Astronomy and Space Physics,SCIE,0.2,,ADV ASTRON SPACE PHY,2227-1481,2227-1481,0.2,ASTRONOMY & ASTROPHYSICS|Q4|83/84
Cuadernos de Historia del Derecho,SCIE,0.2,,CUAD HIST DERECHO,1133-7613,1988-2521,0.1,HISTORY OF SOCIAL SCIENCES|Q4|39/42
Exercer-La Revue Francophone de Medecine Generale,SCIE,0.2,,EXERCER,0998-3953,1961-9138,0.2,"MEDICINE, GENERAL & INTERNAL|Q4|268/325"
Journal fur Mineralstoffwechsel & Muskuloskelettale Erkrankungen,SCIE,0.2,,J MINERAL MUSKULOSK,2412-8260,2412-8287,0.1,ENDOCRINOLOGY & METABOLISM|Q4|180/186
Novedades en Poblacion,SCIE,0.2,,NOVED POBLAC,1817-4078,1817-4078,0.2,DEMOGRAPHY|Q4|47/49
Pensando Psicologia,SCIE,0.2,,PENSANDO PSICOL,1900-3099,2382-3984,0.4,"PSYCHOLOGY, MULTIDISCIPLINARY|Q4|205/218"
Revista ENIAC Pesquisa,SCIE,0.2,,REV ENIAC PESQ,2316-2341,2316-2341,0.1,MANAGEMENT|Q4|383/401
Revista General de Derecho Administrativo,SCIE,0.2,,REV GEN DERECHO ADM,1696-9650,1696-9650,0.2,LAW|Q4|316/421
Revista General de Derecho Canonico y Derecho Eclesiastico del Estado,SCIE,0.2,,REV GEN DERECHO CANO,1696-9669,1696-9669,0.2,LAW|Q4|316/421
Revista General de Derecho Procesal,SCIE,0.2,,REV GEN DERECHO PROC,1696-9642,1696-9642,0.2,LAW|Q4|316/421
Revista Juridica de Castilla y Leon,SCIE,0.2,,REV JURD CASTILLA LE,1696-6759,2254-3805,0.2,LAW|Q4|316/421
RIBAGUA-Revista Iberoamericana del Agua,SCIE,0.2,,RIBAGUA-REV IBEROAM,2386-3781,2529-8968,0.5,WATER RESOURCES|Q4|125/127
SA Pharmaceutical Journal,SCIE,0.2,,SA PHARM J,2221-5875,2220-1017,0.2,PHARMACOLOGY & PHARMACY|Q4|350/354
Spectrum,SCIE,0.2,,SPECTRUM-J BLACK MEN,2162-3244,2162-3252,0.4,ETHNIC STUDIES|Q4|37/39
Administracao Publica e Gestao Social,SCIE,0.2,,ADM PUBLICA GEST SOC,2175-5787,2175-5787,0.2,PUBLIC ADMINISTRATION|Q4|88/91
Architect,SCIE,0.2,,ARCHITECT,1935-7001,1935-7001,0.1,ARCHITECTURE|N/A|N/A
Filosofia Politica,SCIE,0.2,,FILOS POLIT,0394-7297,0394-7297,0.2,PHILOSOPHY|N/A|N/A
KENYON REVIEW,SCIE,0.2,,KENYON REV,0163-075X,2327-8307,0.3,LITERARY REVIEWS|N/A|N/A
Monteagudo,SCIE,0.2,,MONTEAGUDO,0580-6712,1989-6166,0.1,"LITERATURE, ROMANCE|N/A|N/A"
PARIS REVIEW,SCIE,0.2,,PARIS REV,0031-2037,0031-2037,N/A,LITERARY REVIEWS|N/A|N/A
IRISH UNIVERSITY REVIEW,SCIE,0.1,,IRISH UNIV REV,0021-1427,2047-2153,0.2,LITERARY REVIEWS|N/A|N/A
ROMANCE QUARTERLY,SCIE,0.1,,ROMANCE QUART,0883-1157,1940-3216,0.1,"LITERATURE, ROMANCE|N/A|N/A"
Anales de Literatura Espanola,SCIE,0.1,,AN LIT ESP-SPAIN,0212-5889,2695-4257,N/A,"LITERATURE, ROMANCE|N/A|N/A"
NINETEENTH-CENTURY FRENCH STUDIES,SCIE,0.1,,NINETEEN CENT FR ST,0146-7891,N/A,0.2,"LITERATURE, ROMANCE|N/A|N/A"
Milton Studies,SCIE,0.1,,MILTON STUD,0076-8820,2330-796X,0.4,POETRY|N/A|N/A
WILLIAM CARLOS WILLIAMS REVIEW,SCIE,0.1,,WILLIAM CARLOS WILL,0196-6286,1935-0244,0.1,POETRY|N/A|N/A
